@relation InstanceResultListener

@attribute Key_Dataset {arff_ant-1.3.csv}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.Logistic}
@attribute Key_Scheme_options {'-R 1.0E-8 -M -1'}
@attribute Key_Scheme_version_ID {3932117032546553727}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
arff_ant-1.3.csv,1,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,8,4,0,66.666667,33.333333,0,-0.2,0.29232,0.508363,105.602408,136.407025,7.800401,17.261253,-9.460852,0.650033,1.438438,-0.788404,-2.753477,-0.229456,-425.808713,0.8,8,1,2,0,0,0.2,2,0.8,0.8,0.8,-0.2,0.8,0.965152,0.666667,0.866667,0.133333,0.333333,0.666667,0.666667,0.666667,-0.2,0.8,0.873737,0.4,0.666667,0.015,0.001,0.013534,0.000612,13.534,0.612,10237,24237,4340,83.333333,58.333333,?
arff_ant-1.3.csv,2,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,9,4,0,69.230769,30.769231,0,-0.181818,0.270179,0.447756,100.35233,124.022139,8.063303,11.483591,-3.420287,0.620254,0.883353,-0.263099,-2.358959,-0.181458,-362.904223,0.818182,9,1,2,0,0,0.181818,2,0.818182,0.818182,0.818182,-0.181818,0.727273,0.951671,0.692308,0.874126,0.125874,0.307692,0.692308,0.692308,0.692308,-0.181818,0.727273,0.856542,0.409091,0.692308,0.016,0.001,0.013963,0.000895,13.963,0.895,10237,24040,4537,92.307692,69.230769,?
arff_ant-1.3.csv,2,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,8,5,0,61.538462,38.461538,0,-0.226415,0.335523,0.479508,124.622698,132.817042,8.063303,12.402165,-4.338862,0.620254,0.954013,-0.333759,-5.211699,-0.4009,-801.772147,0.727273,8,1,2,0,0,0.272727,3,0.8,0.727273,0.761905,-0.23355,0.636364,0.936152,0.615385,0.888112,0.111888,0.384615,0.676923,0.615385,0.644689,-0.23355,0.636364,0.833154,0.380952,0.615385,0.011,0,0.010507,0.000624,10.507,0.624,10237,24040,4537,100,84.615385,?
arff_ant-1.3.csv,2,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,12,1,0,92.307692,7.692308,0,0.628571,0.118506,0.270108,44.016473,74.816159,8.063303,4.670863,3.39244,0.620254,0.359297,0.260957,3.946818,0.303601,607.181836,1,11,0.5,1,0.5,1,0,0,0.916667,1,0.956522,0.677003,0.909091,0.98416,0.923077,0.423077,0.576923,0.076923,0.929487,0.923077,0.911929,0.677003,0.909091,0.948135,0.811594,0.923077,0.008,0.001,0.007256,0.000463,7.256,0.463,10237,24040,4537,100,69.230769,?
arff_ant-1.3.csv,2,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,12,1,0,92.307692,7.692308,0,0.628571,0.130143,0.208219,48.338726,57.67389,8.063303,3.057137,5.006166,0.620254,0.235164,0.38509,4.419006,0.339924,679.823639,1,11,0.5,1,0.5,1,0,0,0.916667,1,0.956522,0.677003,1,1,0.923077,0.423077,0.576923,0.076923,0.929487,0.923077,0.911929,0.677003,1,1,0.811594,0.923077,0.006,0.002,0.00618,0.000686,6.18,0.686,10237,24040,4537,100,80.769231,?
arff_ant-1.3.csv,2,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,11,2,0,84.615385,15.384615,0,0.409091,0.144701,0.32709,53.746256,90.599335,8.063303,6.017538,2.045765,0.620254,0.462888,0.157367,3.171091,0.24393,487.843268,0.909091,10,0.5,1,0.5,1,0.090909,1,0.909091,0.909091,0.909091,0.409091,0.909091,0.986014,0.846154,0.437063,0.562937,0.153846,0.846154,0.846154,0.846154,0.409091,0.909091,0.924063,0.704545,0.846154,0.008,0.001,0.00737,0.000446,7.37,0.446,10237,24040,4537,100,65.384615,?
arff_ant-1.3.csv,2,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,10,2,0,83.333333,16.666667,0,0.4,0.262016,0.387929,94.655116,104.091461,7.800401,7.549522,0.250879,0.650033,0.629127,0.020907,-2.299888,-0.191657,-355.663909,0.9,9,0.5,1,0.5,1,0.1,1,0.9,0.9,0.9,0.4,0.75,0.949722,0.833333,0.433333,0.566667,0.166667,0.833333,0.833333,0.833333,0.4,0.75,0.86088,0.7,0.833333,0.008,0,0.006856,0.000385,6.856,0.385,10237,24237,4340,100,75,?
arff_ant-1.3.csv,2,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,10,2,0,83.333333,16.666667,0,0,0.219071,0.417637,79.140914,112.06282,7.800401,15.979422,-8.179022,0.650033,1.331619,-0.681585,0.285764,0.023814,44.191696,1,10,1,2,0,0,0,0,0.833333,1,0.909091,0,0.45,0.881263,0.833333,0.833333,0.166667,0.166667,0.694444,0.833333,0.757576,0,0.45,0.769108,0.454545,0.833333,0.008,0,0.007617,0.000558,7.617,0.558,10237,24237,4340,83.333333,66.666667,?
arff_ant-1.3.csv,2,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,9,3,0,75,25,0,-0.125,0.26306,0.436696,95.032217,117.176918,7.800401,13.907009,-6.106609,0.650033,1.158917,-0.508884,-1.142953,-0.095246,-176.750837,0.9,9,1,2,0,0,0.1,1,0.818182,0.9,0.857143,-0.13484,0.55,0.890588,0.75,0.85,0.15,0.25,0.681818,0.75,0.714286,-0.13484,0.55,0.788453,0.428571,0.75,0.008,0.001,0.007872,0.000552,7.872,0.552,10237,24237,4340,91.666667,75,?
arff_ant-1.3.csv,2,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,10,2,0,83.333333,16.666667,0,0.4,0.205396,0.419673,74.200776,112.609353,7.800401,21.069546,-13.269146,0.650033,1.755796,-1.105762,0.40103,0.033419,62.016929,0.9,9,0.5,1,0.5,1,0.1,1,0.9,0.9,0.9,0.4,0.6,0.881346,0.833333,0.433333,0.566667,0.166667,0.833333,0.833333,0.833333,0.4,0.6,0.834455,0.7,0.833333,0.007,0,0.006337,0.000534,6.337,0.534,10237,24237,4340,83.333333,54.166667,?
arff_ant-1.3.csv,2,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,9,3,0,75,25,0,0.25,0.324561,0.512275,117.249689,137.456817,7.800401,32.517192,-24.716791,0.650033,2.709766,-2.059733,-2.988193,-0.249016,-462.106185,0.8,8,0.5,1,0.5,1,0.2,2,0.888889,0.8,0.842105,0.258199,0.5,0.865588,0.75,0.45,0.55,0.25,0.796296,0.75,0.768421,0.258199,0.5,0.765768,0.621053,0.75,0.009,0,0.008121,0.000379,8.121,0.379,10237,24237,4340,75,70.833333,?
arff_ant-1.3.csv,3,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,10,3,0,76.923077,23.076923,0,-0.114286,0.281579,0.454138,104.586508,125.789896,8.063303,22.216411,-14.153108,0.620254,1.708955,-1.088701,-2.914566,-0.224197,-448.379313,0.909091,10,1,2,0,0,0.090909,1,0.833333,0.909091,0.869565,-0.123091,0.454545,0.863821,0.769231,0.86014,0.13986,0.230769,0.705128,0.769231,0.735786,-0.123091,0.454545,0.764142,0.434783,0.769231,0.009,0.001,0.007546,0.000562,7.546,0.562,10237,24040,4537,84.615385,65.384615,?
arff_ant-1.3.csv,3,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,12,1,0,92.307692,7.692308,0,0.628571,0.090907,0.256613,33.765547,71.07816,8.063303,3.872659,4.190644,0.620254,0.297897,0.322357,4.925378,0.378875,757.724292,1,11,0.5,1,0.5,1,0,0,0.916667,1,0.956522,0.677003,0.954545,0.992424,0.923077,0.423077,0.576923,0.076923,0.929487,0.923077,0.911929,0.677003,0.954545,0.967949,0.811594,0.923077,0.007,0,0.00602,0.000499,6.02,0.499,10237,24040,4537,100,57.692308,?
arff_ant-1.3.csv,3,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,12,1,0,92.307692,7.692308,0,0.628571,0.106896,0.282424,39.704272,78.227627,8.063303,11.545372,-3.482069,0.620254,0.888106,-0.267851,4.623584,0.35566,711.296054,1,11,0.5,1,0.5,1,0,0,0.916667,1,0.956522,0.677003,0.727273,0.940617,0.923077,0.423077,0.576923,0.076923,0.929487,0.923077,0.911929,0.677003,0.727273,0.892061,0.811594,0.923077,0.005,0.001,0.0055,0.000488,5.5,0.488,10237,24040,4537,92.307692,61.538462,?
arff_ant-1.3.csv,3,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,9,4,0,69.230769,30.769231,0,0.16129,0.315078,0.501045,117.028922,138.782406,8.063303,17.562907,-9.499603,0.620254,1.350993,-0.730739,-4.034052,-0.310312,-620.602052,0.727273,8,0.5,1,0.5,1,0.272727,3,0.888889,0.727273,0.8,0.177667,0.818182,0.964968,0.692308,0.465035,0.534965,0.307692,0.790598,0.692308,0.728205,0.177667,0.818182,0.919075,0.566667,0.692308,0.01,0,0.007149,0.000464,7.149,0.464,10237,24040,4537,84.615385,65.384615,?
arff_ant-1.3.csv,3,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,10,3,0,76.923077,23.076923,0,-0.114286,0.21388,0.420213,79.441315,116.393104,8.063303,15.087377,-7.024074,0.620254,1.160567,-0.540313,-0.004634,-0.000356,-0.712889,0.909091,10,1,2,0,0,0.090909,1,0.833333,0.909091,0.869565,-0.123091,0.363636,0.846902,0.769231,0.86014,0.13986,0.230769,0.705128,0.769231,0.735786,-0.123091,0.363636,0.743416,0.434783,0.769231,0.005,0,0.005218,0.00031,5.218,0.31,10237,24040,4537,84.615385,57.692308,?
arff_ant-1.3.csv,3,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,8,4,0,66.666667,33.333333,0,-0.2,0.336973,0.526493,121.73364,141.27186,7.800401,19.499689,-11.699289,0.650033,1.624974,-0.974941,-3.589919,-0.29916,-555.15947,0.8,8,1,2,0,0,0.2,2,0.8,0.8,0.8,-0.2,0.5,0.865588,0.666667,0.866667,0.133333,0.333333,0.666667,0.666667,0.666667,-0.2,0.5,0.765768,0.4,0.666667,0.005,0.001,0.005252,0.000307,5.252,0.307,10237,24237,4340,83.333333,66.666667,?
arff_ant-1.3.csv,3,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,9,3,0,75,25,0,0.25,0.274662,0.441977,99.223555,118.593967,7.800401,11.615907,-3.815507,0.650033,0.967992,-0.317959,-1.255049,-0.104587,-194.085878,0.8,8,0.5,1,0.5,1,0.2,2,0.888889,0.8,0.842105,0.258199,0.75,0.95404,0.75,0.45,0.55,0.25,0.796296,0.75,0.768421,0.258199,0.75,0.856145,0.621053,0.75,0.005,0,0.004751,0.000249,4.751,0.249,10237,24237,4340,91.666667,70.833333,?
arff_ant-1.3.csv,3,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,10,2,0,83.333333,16.666667,0,0.4,0.17345,0.29459,62.659947,79.046069,7.800401,4.457624,3.342776,0.650033,0.371469,0.278565,2.061223,0.171769,318.755848,0.9,9,0.5,1,0.5,1,0.1,1,0.9,0.9,0.9,0.4,0.95,0.990909,0.833333,0.433333,0.566667,0.166667,0.833333,0.833333,0.833333,0.4,0.95,0.964646,0.7,0.833333,0.005,0.001,0.005523,0.000361,5.523,0.361,10237,24237,4340,100,83.333333,?
arff_ant-1.3.csv,3,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,10,2,0,83.333333,16.666667,0,0.4,0.165516,0.314208,59.793579,84.310322,7.800401,5.317416,2.482985,0.650033,0.443118,0.206915,1.686197,0.140516,260.760229,0.9,9,0.5,1,0.5,1,0.1,1,0.9,0.9,0.9,0.4,0.85,0.969798,0.833333,0.433333,0.566667,0.166667,0.833333,0.833333,0.833333,0.4,0.85,0.924832,0.7,0.833333,0.006,0,0.005738,0.000393,5.738,0.393,10237,24237,4340,100,70.833333,?
arff_ant-1.3.csv,3,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,9,3,0,75,25,0,-0.125,0.277252,0.439787,100.159238,118.006266,7.800401,9.743649,-1.943248,0.650033,0.811971,-0.161937,-2.313458,-0.192788,-357.762427,0.9,9,1,2,0,0,0.1,1,0.818182,0.9,0.857143,-0.13484,0.65,0.932652,0.75,0.85,0.15,0.25,0.681818,0.75,0.714286,-0.13484,0.65,0.825821,0.428571,0.75,0.006,0.001,0.006337,0.00039,6.337,0.39,10237,24237,4340,100,75,?
arff_ant-1.3.csv,4,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,12,1,0,92.307692,7.692308,0,0.628571,0.101914,0.227258,37.853926,62.947328,8.063303,2.972638,5.090666,0.620254,0.228664,0.39159,4.751824,0.365525,731.024648,1,11,0.5,1,0.5,1,0,0,0.916667,1,0.956522,0.677003,1,1,0.923077,0.423077,0.576923,0.076923,0.929487,0.923077,0.911929,0.677003,1,1,0.811594,0.923077,0.006,0,0.00546,0.000373,5.46,0.373,10237,24040,4537,100,65.384615,?
arff_ant-1.3.csv,4,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,10,3,0,76.923077,23.076923,0,-0.114286,0.237455,0.476602,88.19752,132.012005,8.063303,29.396637,-21.333333,0.620254,2.26128,-1.641026,-0.607308,-0.046716,-93.428839,0.909091,10,1,2,0,0,0.090909,1,0.833333,0.909091,0.869565,-0.123091,0.545455,0.893987,0.769231,0.86014,0.13986,0.230769,0.705128,0.769231,0.735786,-0.123091,0.545455,0.797476,0.434783,0.769231,0.006,0,0.005935,0.000383,5.935,0.383,10237,24040,4537,76.923077,50,?
arff_ant-1.3.csv,4,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,12,1,0,92.307692,7.692308,0,0.628571,0.15758,0.260424,58.52966,72.133906,8.063303,4.024759,4.038544,0.620254,0.309597,0.310657,3.152243,0.24248,484.94375,1,11,0.5,1,0.5,1,0,0,0.916667,1,0.956522,0.677003,0.954545,0.992424,0.923077,0.423077,0.576923,0.076923,0.929487,0.923077,0.911929,0.677003,0.954545,0.967949,0.811594,0.923077,0.004,0,0.003511,0.000188,3.511,0.188,10237,24040,4537,100,73.076923,?
arff_ant-1.3.csv,4,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,11,2,0,84.615385,15.384615,0,0.409091,0.192281,0.339268,71.418481,93.972624,8.063303,6.440335,1.622969,0.620254,0.49541,0.124844,0.627226,0.048248,96.492992,0.909091,10,0.5,1,0.5,1,0.090909,1,0.909091,0.909091,0.909091,0.409091,0.772727,0.953604,0.846154,0.437063,0.562937,0.153846,0.846154,0.846154,0.846154,0.409091,0.772727,0.905797,0.704545,0.846154,0.003,0.001,0.003445,0.000184,3.445,0.184,10237,24040,4537,100,73.076923,?
arff_ant-1.3.csv,4,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,112,13,10,3,0,76.923077,23.076923,0,-0.114286,0.240539,0.450191,89.342984,124.696587,8.063303,12.842534,-4.77923,0.620254,0.987887,-0.367633,-1.31843,-0.101418,-202.828357,0.909091,10,1,2,0,0,0.090909,1,0.833333,0.909091,0.869565,-0.123091,0.818182,0.970862,0.769231,0.86014,0.13986,0.230769,0.705128,0.769231,0.735786,-0.123091,0.818182,0.885602,0.434783,0.769231,0.005,0,0.004719,0.00022,4.719,0.22,10237,24040,4537,92.307692,61.538462,?
arff_ant-1.3.csv,4,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,9,3,0,75,25,0,-0.125,0.242161,0.427523,87.482203,114.715576,7.800401,8.634852,-0.834452,0.650033,0.719571,-0.069538,-0.821531,-0.068461,-127.044905,0.9,9,1,2,0,0,0.1,1,0.818182,0.9,0.857143,-0.13484,0.8,0.965152,0.75,0.85,0.15,0.25,0.681818,0.75,0.714286,-0.13484,0.8,0.873737,0.428571,0.75,0.004,0.001,0.003801,0.000209,3.801,0.209,10237,24237,4340,100,70.833333,?
arff_ant-1.3.csv,4,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20150612.1948,113,12,10,2,0,83.333333,16.666667,0,0.571429,0.212652,0.350741,76.822042,94.112959,7.800401,6.214088,1.586313,0.650033,0.517841,0.132193,0.413709,0.034476,63.977576,0.8,8,0,0,1,2,0.2,2,1,0.8,0.888889,0.632456,1,1,0.833333,0.033333,0.966667,0.166667,0.916667,0.833333,0.851852,0.632456,1,1,0.777778,0.833333,0.004,0.001,0.003932,0.00027,3.932,0.27,10237,24237,4340,100,87.5,?
